的	〔白勹丶 · unid〕
灈	〔氵目目隹 · kqqu〕
炁	〔旡灬 · dch〕
炆	〔火文 · cvw〕
炌	〔火人 · cjpd〕
炘	〔火斤 · ctj〕
炟	〔火日一 · cofi〕
炣	〔火可 · czk〕
烎	〔一廾火 · flch〕
烔	〔火冂一口 · cmfd〕
烜	〔火一日一 · cfof〕
烝	〔乛水一灬 · akfc〕
烠	〔火𠂇⺝ · cnvy〕
烶	〔火㇒士廴 · ctgu〕
烺	〔火丶艮 · ciig〕
烻	〔火丿止廴 · ctsu〕
焆	〔火口⺝ · cdvy〕
焌	〔火厶八夊 · ckhh〕
焗	〔火尸㇆口 · ccad〕
焜	〔火日匕 · covv〕
焞	〔火子 · cghi〕
焮	〔火斤欠 · cteq〕
煁	〔火㇗ · czha〕
煃	〔火大土土 · cmgg〕
煋	〔火日生 · cols〕
煓	〔火山而 · cvle〕
煚	〔日匚コ火 · onnc〕
煟	〔火田⺝ · cqvy〕
煣	〔火予丿木 · cite〕
煴	〔火日皿 · coam〕
熇	〔火高 · cgg〕
熛	〔火覀示 · cvfs〕
熜	〔火丿囗心 · ctrh〕
熥	〔火龴辶 · cktu〕
熻	〔火亼口羽 · cjdz〕
燄	〔⺈臼火火 · xpcc〕
燊	〔火火火木 · ccce〕
燋	〔火隹灬 · cuch〕
燏	〔火予丿口 · citd〕
燚	〔火火火火 · cccc〕
爇	〔艹土八灬 · lghc〕
爔	〔火⺷禾戈 · cgxp〕
爚	〔火侖口口 · cjdd〕
爟	〔火艹口隹 · cldu〕
牁	〔爿可 · azk〕
牂	〔爿羊 · agy〕
牚	〔牙 · sly〕
牣	〔牜刀丶 · qpid〕
牤	〔牜亡 · qfw〕
牥	〔牜方 · qlf〕
牪	〔牜牛 · qqn〕
牮	〔亻弋牛 · jpqn〕
牴	〔牜氏丶 · qbid〕
牷	〔牜人王 · qjnw〕
牸	〔牜宀子 · qwhi〕
牻	〔牜尤彡 · qoes〕
犇	〔牛牜牛 · qqqn〕
犗	〔牜宀丰口 · qwad〕
犨	〔隹隹牛 · uuqn〕
犼	〔犭子乚 · mhae〕
犽	〔犭牙 · mly〕
狉	〔犭不一 · mcfi〕
狓	〔犭皮 · mrp〕
狝	〔犭小 · mxyx〕
狨	〔犭戈𠂇 · mpns〕
猄	〔犭小 · mgyx〕
猇	〔犭虎 · mzh〕
猋	〔犬犬犬 · mmmq〕
猨	〔犭爫一又 · myfr〕
猯	〔犭山而 · mvle〕
猰	〔犭丰刀大 · mapm〕
猺	〔犭爫缶 · myaf〕
獕	〔犭山隹 · mvui〕
獴	〔犭艹冖豕 · mlwj〕
玃	〔犭目目又 · mqqr〕
玏	〔王力 · nsl〕
玒	〔王工 · nug〕
玓	〔王勹丶 · nnid〕
玕	〔王干 · neg〕
玘	〔王己 · nvj〕
玙	〔王一ㄅ一 · nfaf〕
玚	〔王ㄋ · naes〕
玞	〔王夫 · nhf〕
玠	〔王人 · njpd〕
玡	〔王牙 · nly〕
玤	〔王丰 · naf〕
玥	〔王月 · nvy〕
玦	〔王人 · nnjr〕
玭	〔王匕 · nvvb〕
玱	〔王人⺋ · njzj〕
玶	〔王干丷 · nehb〕
玹	〔王亠幺 · nziy〕
玼	〔王匕 · nsvb〕
玽	〔王句 · ngj〕
玿	〔王刀口 · npdk〕
珅	〔王日丨 · nogs〕
珇	〔王且 · nfq〕
珋	〔王卯 · nbm〕
珌	〔王心丿 · nhtp〕
珒	〔王聿 · nbv〕
珕	〔王力力力 · nsss〕
珖	〔王光 · nmg〕
珛	〔王𠂇⺝ · nnvy〕
珝	〔王羽 · nzv〕
珢	〔王艮 · nig〕
珣	〔王勹日 · nnor〕
珦	〔王丿冂口 · ntmd〕
珪	〔王土土 · nggt〕
珫	〔王儿 · nbpe〕
珮	〔王⺇一巾 · nofr〕
珰	〔王⺌彐 · nybj〕
珵	〔王口王 · ndnw〕
珷	〔王一弋止 · nfps〕
珸	〔王五口 · nwdk〕
珹	〔王戊㇆ · nnae〕
珺	〔王丿口 · nbtd〕
珽	〔王㇒士廴 · ntgu〕
琀	〔王亽口 · njad〕
琄	〔王口⺝ · ndvy〕
琇	〔王禾乃 · nxvn〕
琈	〔王爫子 · nyhi〕
琎	〔王井辶 · nquc〕
琔	〔王宀疋 · nwts〕
琞	〔日月王丶 · ovni〕
琟	〔王隹 · nui〕
琡	〔王⺊一又 · nyfr〕
琤	〔王⺈ · nxbv〕
琫	〔王㇏ · naiu〕
琭	〔王氺 · nbks〕
琯	〔王宀㠯 · nwki〕
琲	〔王非 · nrf〕
瑀	〔王丿口⽱ · ntdv〕
瑂	〔王目 · ncqm〕
瑃	〔王㇏日 · naio〕
瑄	〔王宀一一 · nwff〕
瑅	〔王日 · nots〕
瑆	〔王日生 · nols〕
瑊	〔王戊一口 · nnfd〕
瑑	〔王彑 · nbjs〕
瑓	〔王束丷 · nxhb〕
瑔	〔王白水 · nuks〕
瑖	〔王一殳 · nufr〕
瑝	〔王白王 · nunw〕
瑢	〔王宀谷 · nwhg〕
瑧	〔王㇏禾 · naix〕
瑨	〔王一业日 · nfco〕
瑬	〔氵丶 · kboi〕
瑱	〔王十目 · nnqh〕
瑳	〔王⺶工 · ngug〕
璆	〔王羽人彡 · nzje〕
璈	〔王龶刀攵 · naph〕
璒	〔王癶豆 · nhzd〕
璘	〔王米夕㐄 · nplv〕
璟	〔王日小 · nogy〕
璠	〔王丿米田 · ntpq〕
璥	〔王艹句攵 · nlgh〕
璪	〔王口口木 · ndde〕
璬	〔王白方攵 · nulh〕
璮	〔王亠囗一 · nzrf〕
璱	〔王王王丿 · nnnt〕
璲	〔王丷豕辶 · nhju〕
瓀	〔王⻗而 · ntle〕
瓖	〔王衣口一 · ntdf〕
瓘	〔王艹口隹 · nldu〕
瓩	〔瓦千 · rlq〕
瓻	〔㐅𠂇巾瓦 · bnrr〕
甗	〔虍鬲瓦 · znrw〕
甡	〔生生 · lls〕
甦	〔一日生 · fobl〕
甪	〔丿用 · tty〕
畊	〔田井 · qqj〕
畑	〔火田 · cqt〕
畖	〔田瓜 · qyg〕
畠	〔白田 · uqt〕
畤	〔田土寸 · qgkc〕
畬	〔人田 · jxqt〕
畯	〔田厶八夊 · qkhh〕
疁	〔田羽人彡 · qzje〕
疍	〔疋日一 · tofi〕
疐	〔十冖田疋 · nwqt〕
疢	〔疒火 · ach〕
疭	〔疒人人 · ajjr〕
痃	〔疒亠幺 · aziy〕
痄	〔疒乍 · awa〕
痏	〔疒𠂇⺝ · anvy〕
痓	〔疒至 · ayi〕
痾	〔疒阝可 · atzk〕
瘄	〔疒龷日 · alor〕
瘆	〔疒厶大彡 · akme〕
瘝	〔疒罒 · ayks〕
瘭	〔疒覀示 · avfs〕
癗	〔疒⻗田 · atqt〕
癿	〔白乚 · uae〕
皃	〔白儿 · upe〕
皕	〔一白一白 · fufu〕
皛	〔白白白 · uuub〕
皞	〔白白大十 · uumn〕
皦	〔白白方攵 · uulh〕
皭	〔白爫罒寸 · uyyk〕
盉	〔禾皿 · xam〕
盦	〔亽酉皿 · jaya〕
盷	〔目勹冫 · qnwb〕
盻	〔目八一ㄅ · qhfa〕
眊	〔目毛 · qvm〕
眜	〔目一木 · qfem〕
睄	〔目⺌⺝ · qyvy〕
睎	〔目㐅𠂇巾 · qbnr〕
睒	〔目火火 · qcch〕
睩	〔目氺 · qbks〕
睺	〔目亻矢 · qjno〕
瞫	〔目覀日十 · qvon〕
矞	〔予丿冂口 · itmd〕
矰	〔矢丷囗曰 · ohro〕
矻	〔石𠂉乙 · meai〕
矼	〔石工 · mug〕
砄	〔石人 · mnjr〕
砆	〔石夫 · mhf〕
砠	〔石且 · mfq〕
砢	〔石可 · mzk〕
砫	〔石丶王 · minw〕
砮	〔女又石 · brms〕
砯	〔石丶水 · miks〕
砳	〔石石 · mms〕
砵	〔石木一 · mefi〕
硁	〔石ス工 · mrug〕
硊	〔石⺈厂⺋ · mxxz〕
硍	〔石艮 · mig〕
硔	〔石龷八 · mlhb〕
硙	〔石山己 · mvvj〕
硚	〔石丿大 · mtmp〕
硠	〔石丶艮 · miig〕
硿	〔石穴工 · meug〕
碃	〔石龶⺝ · mavy〕
碈	〔石氏日 · mbor〕
碏	〔石龷日 · mlor〕
碥	〔石户 · mmic〕
碨	〔石田一 · mqft〕
碶	〔石丰刀大 · mapm〕
磈	〔石鬼 · mag〕
磎	〔石爫幺大 · myim〕
磏	〔石䒑 · mhbc〕
磜	〔石示 · mhfs〕
磡	〔石力 · mzhs〕
磹	〔石覀日十 · mvon〕
磻	〔石丿米田 · mtpq〕
礌	〔石⻗田 · mtqt〕
礞	〔石艹冖豕 · mlwj〕
礤	〔石艹示 · mlhf〕
礳	〔石麻石 · mzms〕
礵	〔石⻗木目 · mteq〕
祂	〔礻也 · fey〕
祃	〔礻马 · fnm〕
祊	〔礻方 · flf〕
祋	〔礻殳 · frs〕
祎	〔礻韦 · fgw〕
祏	〔礻石 · fms〕
祲	〔礻彐冖又 · fbwr〕
祼	〔礻田木 · fqem〕
祾	〔礻土八夊 · fghh〕
禋	〔礻覀土 · fvgt〕
禒	〔礻彑 · fbjs〕
禔	〔礻日 · fots〕
禘	〔礻冖巾 · fiwr〕
禚	〔礻⺷灬 · fgch〕
禛	〔礻十目 · fnqh〕
禤	〔礻罒羽 · fyzv〕
秬	〔禾匚コ · xnnk〕
秾	〔禾冖 · xwti〕
稃	〔禾爫子 · xyhi〕
稌	〔禾人 · xjxh〕
稑	〔禾土八土 · xghg〕
稙	〔禾十目一 · xnqf〕
穄	〔禾示 · xhfs〕
穙	〔禾业⺶㇏ · xcgi〕
穜	〔禾立里 · xidl〕
穟	〔禾丷豕辶 · xhju〕
窅	〔穴目 · eqm〕
窊	〔穴瓜 · eyg〕
窎	〔穴鸟 · exn〕
竘	〔立句 · igj〕
竫	〔立⺈ · ixbv〕
笯	〔⺮女又 · rbry〕
筀	〔⺮土土 · rggt〕
筜	〔⺮⺌彐 · rybj〕
筤	〔⺮丶艮 · riig〕
筥	〔⺮口口 · rddk〕
筦	〔⺮宀二儿 · rwmp〕
筶	〔⺮⺧口 · rqdk〕
筼	〔⺮口贝 · rdob〕
箒	〔⺮彐冖巾 · rbwr〕
箖	〔⺮木木 · reem〕
簃	〔⺮禾夕夕 · rxll〕
簉	〔⺮⺧口辶 · rqdu〕
簑	〔⺮衣口一 · rtdf〕
簕	〔⺮革力 · rtsl〕
簖	〔⺮米㇗斤 · rpat〕
簝	〔⺮大丷小 · rmhy〕
簠	〔⺮甫皿 · rnam〕
簰	〔⺮片白十 · raun〕
籥	〔⺮侖口口 · rjdd〕
粄	〔米⺁又 · pxry〕
粿	〔米田木 · pqem〕
糒	〔米龷丿 · pltt〕
糵	〔艹丿㠯米 · ltkp〕
糸	〔糸 · is〕
絜	〔丰刀糸 · apis〕
縠	〔士冖一殳 · gwfr〕
縢	〔月丷夫糸 · vhhi〕
繄	〔匸矢殳糸 · nori〕
纮	〔纟𠂇厶 · inks〕
纴	〔纟㇒士 · itgs〕
纻	〔纟宀一 · iwfi〕
纼	〔纟弓丨 · ibgs〕
绖	〔纟至 · iyi〕
绤	〔纟谷 · ihg〕
绹	〔纟勹缶 · inaf〕
缊	〔纟日皿 · ioam〕
缐	〔纟白水 · iuks〕
缞	〔纟衣口一 · itdf〕
罍	〔田田田缶 · qqqa〕
罶	〔罒田 · ybqt〕
罽	〔罒厂火刂 · yxcp〕
羑	〔⺷㇏ · gxid〕
羓	〔⺶巴 · gmb〕
羕	〔⺷丶水 · giks〕
羖	〔⺶殳 · grs〕
羱	〔⺶厂白小 · gxuy〕
翀	〔羽口丨 · zdgs〕
翂	〔羽八刀 · zhpd〕
翃	〔𠂇厶羽 · nkzv〕
翈	〔甲羽 · szv〕
翙	〔山夕羽 · vlzv〕
翚	〔羽冖车 · zwyc〕
翛	〔亻丨夂羽 · jghz〕
翯	〔羽高 · zgg〕
翷	〔米夕㐄羽 · plvz〕
翾	〔罒一口羽 · yfdz〕
耇	〔耂句 · qgj〕
耏	〔而彡 · les〕
耑	〔山而 · vle〕
耖	〔耒𡭔丿 · aytp〕
耢	〔耒艹冖力 · alws〕
耤	〔耒龷日 · alor〕
耥	〔耒尚 · ass〕
耰	〔耒心夂 · awhh〕
肏	〔入冂人人 · jmjj〕
肸	〔月八十 · vhns〕
胈	〔月𠂇又丶 · vnri〕
胔	〔匕冂人 · svmj〕
胠	〔月土厶 · vgks〕
胣	〔月𠂉也 · veey〕
脎	〔月㐅木 · vbem〕
脟	〔月爫寸 · vykc〕
脦	〔月弋心 · vphx〕
脩	〔亻丨夂⺝ · jghv〕
脶	〔月口冂人 · vdmj〕
脿	〔月龶 · vati〕
腒	〔月尸古 · vccg〕
腘	〔月囗王丶 · vrni〕
腙	〔月宀示 · vwfs〕
腨	〔月山而 · vvle〕
腯	〔月⺁十目 · vxnq〕
膍	〔月丿囗匕 · vtrv〕
膙	〔月弓口虫 · vbdc〕
膪	〔月冖口 · viwd〕
膵	〔月艹亠十 · vlzn〕
臋	〔尸龷八人 · clhj〕
臑	〔月⻗而 · vtle〕
臜	〔月⺧儿贝 · vqpo〕
舠	〔舟刀 · ipd〕
舥	〔舟巴 · imb〕
舲	〔舟亽龴 · ijks〕
艅	〔舟人 · ijxh〕
艎	〔舟白王 · iunw〕
艸	〔艸 · lc〕
芃	〔艹几丶 · loid〕
芠	〔艹文 · lvw〕
芣	〔艹不 · lcb〕
芼	〔艹毛 · lvm〕
苉	〔艹匸儿 · lnpe〕
苠	〔艹民 · ldm〕
苧	〔艹宀丁 · lwad〕
苶	〔艹人小 · ljyx〕
苾	〔艹心丿 · lhtp〕
茀	〔艹弗 · ltf〕
茋	〔艹氏丶 · lbid〕
茓	〔艹穴 · lex〕
茝	〔艹 · lqc〕
茩	〔艹⺁一口 · lxfd〕
茽	〔艹亻口丨 · ljdg〕
荁	〔艹一日一 · lfof〕
荄	〔艹亥 · lkh〕
荓	〔艹䒑廾 · lhlc〕
荖	〔艹老 · lql〕
荙	〔艹大辶 · lmuc〕
荮	〔艹纟寸 · likc〕
莙	〔艹丿口 · lbtd〕
莝	〔艹人人土 · ljjg〕
莰	〔艹土欠 · lgeq〕
莶	〔艹亼⺍一 · ljkf〕
莿	〔艹木冂刂 · lemp〕
菂	〔艹白勹丶 · luni〕
菉	〔艹氺 · lbks〕
菍	〔艹亽心 · ljah〕
菓	〔艹田木 · lqem〕
菥	〔艹木斤 · letj〕
菼	〔艹火火 · lcch〕
萚	〔艹扌又 · luru〕
萣	〔艹宀疋 · lwts〕
萩	〔艹禾火 · lxch〕
萳	〔艹十冂 · lnmg〕
萹	〔艹户 · lmic〕
葖	〔艹穴犬 · lemq〕
葙	〔艹木目 · leqm〕
葰	〔艹亻厶夊 · ljkh〕
葴	〔艹戊一口 · lnfd〕
蒄	〔艹冖二寸 · lwmk〕
蒈	〔艹匕白 · lvvu〕
蒎	〔艹氵⺁ · lkxt〕
蒐	〔艹鬼 · lag〕
蒗	〔艹氵丶艮 · lkii〕
蒟	〔艹立句 · ligj〕
蒨	〔艹亻龶⺝ · ljav〕
蒱	〔艹扌甫 · lunf〕
蒻	〔艹弓冫冫 · lbww〕
蓂	〔艹冖日六 · lwoa〕
蓆	〔艹广廿巾 · lxlr〕
蓇	〔艹骨 · lfg〕
蓏	〔艹瓜瓜 · lyyg〕
蓢	〔艹丶月 · liiv〕
蓣	〔艹予页 · liwy〕
蔀	〔艹立口阝 · lidt〕
蔃	〔艹弓口虫 · lbdc〕
蔈	〔艹覀示 · lvfs〕
蔊	〔艹火日干 · lcoe〕
蔹	〔艹亼⺍攵 · ljkh〕
蕗	〔艹⻊各 · lpsg〕
蕰	〔艹氵日皿 · lkoa〕
薁	〔艹丿冂大 · ltmm〕
薙	〔艹矢隹 · loui〕
薢	〔艹⺈用牛 · lxtq〕
薳	〔艹土口辶 · lgdu〕
薸	〔艹氵覀示 · lkvf〕
薿	〔艹匕矢疋 · lvot〕
藂	〔艹耳又 · lqrk〕
藟	〔艹田田田 · lqqq〕
藠	〔艹白白白 · luuu〕
藦	〔艹麻手 · lzus〕
藨	〔艹鹿灬 · lxch〕
蘘	〔艹衣口一 · ltdf〕
虒	〔⺁虎 · xzh〕
虓	〔九虎 · kzh〕
虡	〔虍业八 · zchb〕
虤	〔虎虎 · zzh〕
虷	〔虫干 · ceg〕
虸	〔虫子 · chi〕
蚃	〔乡虫 · icc〕
蚄	〔虫方 · clf〕
蚆	〔虫巴 · cmb〕
蚲	〔虫干丷 · cehb〕
蚵	〔虫可 · czk〕
蛃	〔虫一冂人 · cfmj〕
蜎	〔虫口⺝ · cdvy〕
蜐	〔虫土厶力 · cgks〕
蜰	〔月巴虫 · vmcc〕
蝂	〔虫片⺁又 · caxr〕
蝄	〔虫冂䒑亡 · cmhf〕
蝘	〔虫匸日女 · cnob〕
蝯	〔虫爫一又 · cyfr〕
蝲	〔虫束刂 · cxpd〕
螀	〔丬夕寸虫 · alkc〕
螗	〔虫广肀口 · cxbd〕
螠	〔虫皿 · ckam〕
螣	〔月丷夫虫 · vhhc〕
螱	〔尸示寸虫 · cfkc〕
蟏	〔虫艹肀八 · clbh〕
蟫	〔虫覀日十 · cvon〕
蠋	〔虫罒勹虫 · cync〕
衂	〔丿皿刀丶 · tapi〕
衃	〔丿皿不 · tacb〕
衎	〔行干 · peg〕
衒	〔行亠幺 · pziy〕
衠	〔行十目 · pnqh〕
衺	〔衣牙 · tly〕
袆	〔衤韦 · tgw〕
袗	〔衤人彡 · tjes〕
袪	〔衤土厶 · tgks〕
袯	〔衤又丶 · tsri〕
袺	〔衤士口 · tgdk〕
裈	〔衤冖车 · twyc〕
裋	〔衤豆 · tzd〕
裌	〔衤大人人 · tmjj〕
裛	〔衣口巴 · tdmb〕
褎	〔衣禾 · tuxh〕
褕	〔衤亼⺝刂 · tjvp〕
褟	〔衤⺜羽 · tozv〕
褯	〔衤广廿巾 · txlr〕
襕	〔衤门束丷 · taxh〕
襚	〔衤丷豕辶 · thju〕
襜	〔衤⺈厂言 · txxs〕
襫	〔衤大一白 · tmfu〕
觃	〔见子 · ehi〕
觍	〔见 · ihej〕
觟	〔⺈用土土 · xtgg〕
觭	〔⺈用大可 · xtmz〕
觱	〔戊一口用 · nfdt〕
觿	〔⺈用山口 · xtvd〕
訄	〔九言 · ksy〕
訚	〔门言 · asy〕
詟	〔龙言 · tsy〕
謷	〔龶刀攵言 · aphs〕
讱	〔讠刀丶 · spid〕
讻	〔讠㐅凵 · sbmk〕
诇	〔讠冂口 · smdk〕
诐	〔讠皮 · srp〕
谞	〔讠疋⺝ · stvy〕
谼	〔谷龷八 · hlhb〕
谿	〔爫幺大谷 · yimh〕
豗	〔一儿豕 · fpjs〕
豨	〔豕㐅𠂇巾 · jbnr〕
豮	〔豕十艹贝 · jnlo〕
貆	〔豸一日一 · mfof〕
赑	〔贝贝贝 · ooob〕
赒	〔贝冂土口 · omgd〕
赗	〔贝⺜目 · ooqm〕
赟	〔文一弋贝 · vfpo〕
赩	〔土⺈巴 · gcxm〕
赪	〔土⺊贝 · gcyo〕
趯	〔走羽隹 · pzui〕
跂	〔⻊支 · pci〕
跅	〔⻊斤丶 · ptid〕
跐	〔⻊匕 · psvb〕
跩	〔⻊曰㇂丿 · poat〕
跰	〔⻊䒑廾 · phlc〕
跱	〔⻊土寸 · pgkc〕
踒	〔⻊禾女 · pxbn〕
踦	〔⻊大可 · pmzk〕
踶	〔⻊日 · pots〕
蹅	〔⻊木日一 · peof〕
蹍	〔⻊尸龷 · pclt〕
蹐	〔⻊冫⺝ · pwwv〕
蹜	〔⻊宀亻白 · pwju〕
蹢	〔⻊冂古 · pimc〕
蹽	〔⻊大丷小 · pmhy〕
蹾	〔⻊子攵 · pghh〕
躄	〔尸口辛足 · cdnp〕
躾	〔身⺷大 · zgmd〕
轪	〔大 · ymd〕
轷	〔丿丷 · ythn〕
辀	〔舟 · yio〕
辌	〔小 · ygyx〕
辒	〔日皿 · yoam〕
辻	〔十辶 · nuc〕
込	〔入辶 · juc〕
辿	〔山辶 · vuc〕
迍	〔一辶 · fsuc〕
迺	〔西辶 · vuc〕
逴	〔⺊日十辶 · yonu〕
遆	〔冖巾辶 · iwru〕
遹	〔予丿冂辶 · itmu〕
邅	〔亠囗口辶 · zrdu〕
邘	〔一阝 · fnte〕
邠	〔八刀阝 · hpte〕
邲	〔心丿阝 · htte〕
邽	〔土土阝 · ggte〕
邿	〔土寸阝 · gkte〕
郈	〔⺁一口阝 · xfdt〕
郚	〔五口阝 · wdte〕
郤	〔谷阝 · hte〕
郪	〔一女阝 · fbbt〕
郿	〔目阝 · cqte〕
鄀	〔艹𠂇口阝 · lndt〕
鄃	〔亼⺝刂阝 · jvpt〕
鄅	〔丿口⽱阝 · tdvt〕
鄌	〔广肀口阝 · xbdt〕
鄑	〔一业日阝 · fcot〕
鄗	〔高阝 · gte〕
鄘	〔广肀阝 · xbtt〕
鄚	〔艹日大阝 · lomt〕
鄜	〔鹿阝 · xte〕
鄠	〔⻗二ㄅ阝 · tmat〕
鄫	〔丷囗⺌阝 · hryt〕
酂	〔⺧儿⺧阝 · qpqt〕
酅	〔山隹冂阝 · vumt〕
酏	〔酉也 · yey〕
酕	〔酉毛 · yvm〕
酦	〔酉又丶 · ysri〕
酺	〔酉甫 · ynf〕
醄	〔酉勹缶 · ynaf〕
醌	〔酉日匕 · yovv〕
醡	〔酉穴乍 · yewa〕
醨	〔酉亠㐅禸 · yzbv〕
醾	〔酉麻米 · yzpm〕
釐	〔未攵厂里 · ahxd〕
鋬	〔扌⺁又金 · uxrz〕
钆	〔钅乚 · zae〕
钖	〔钅ㄋ · zaes〕
钘	〔钅一廾 · zflc〕
钷	〔钅匚口 · zndk〕
铏	〔钅一廾刂 · zflp〕
铓	〔钅艹亡 · zlfw〕
铕	〔钅𠂇⺝ · znvy〕
铚	〔钅至 · zyi〕
铥	〔钅丿土厶 · ztgk〕
铦	〔钅舌 · zas〕
铷	〔钅女口 · zbdk〕
铹	〔钅艹冖力 · zlws〕
铻	〔钅五口 · zwdk〕
铽	〔钅弋心 · zphx〕
锧	〔钅⺁十贝 · zxno〕
锳	〔钅艹冂大 · zlmm〕
锽	〔钅白王 · zunw〕
镃	〔钅䒑幺幺 · zhii〕
镈	〔钅甫寸 · znkc〕
镋	〔钅儿 · zspe〕
镚	〔钅山月月 · zvvv〕
镠	〔钅羽人彡 · zzje〕
镤	〔钅业⺶㇏ · zcgi〕
镮	〔钅罒一 · zyft〕
镴	〔钅巛 · zops〕
镵	〔钅兔 · zwvw〕
闬	〔门干 · aeg〕
阇	〔门耂日 · aqor〕
阓	〔门贝 · acob〕
阘	〔门⺜羽 · aozv〕
阛	〔门罒一 · ayft〕
阧	〔阝斗 · tjd〕
陁	〔阝𠂉也 · teey〕
陎	〔阝丿未 · ttaw〕
陑	〔阝而 · tle〕
陞	〔阝丿廾土 · ttlg〕
隃	〔阝亼⺝刂 · tjvp〕
隩	〔阝丿冂大 · ttmm〕
隺	〔冖隹 · wui〕
雊	〔句隹 · gui〕
雋	〔隹 · umk〕
雫	〔⻗一卜 · tfyb〕
霅	〔⻗言 · tsy〕
霙	〔⻗艹冂大 · tlmm〕
霡	〔⻗月丶水 · tvik〕
霨	〔⻗尸示寸 · tcfk〕
靘	〔龶⺝⺈巴 · avxm〕
靬	〔革干 · teg〕
靰	〔革一儿 · tfpe〕
靸	〔革及 · tcj〕
靺	〔革一木 · tfem〕
靽	〔革丷 · thus〕
靿	〔革幺力 · tisl〕
鞁	〔革皮 · trp〕
鞡	〔革扌立 · tuil〕
鞧	〔革丷酉 · thyy〕
鞨	〔革曰勹亾 · tonf〕
鞬	〔革聿廴 · tbuy〕
鞮	〔革日 · tots〕
鞳	〔革艹亼口 · tljd〕
韂	〔革⺈厂言 · txxs〕
韨	〔韦𠂇又丶 · gnri〕
颋	〔㇒士廴页 · tguw〕
颙	〔田⽱页 · qvwy〕
飏	〔⺇乂ㄋ · obae〕
飐	〔⺇乂⺊口 · obyd〕
飔	〔⺇乂田心 · obqh〕
飖	〔爫缶⺇乂 · yaob〕
飗	〔⺇乂田 · obbq〕
饳	〔饣屮凵 · qsmk〕
饸	〔饣亼口 · qjdk〕
饹	〔饣各 · qsg〕
饻	〔饣衣 · qti〕
馉	〔饣骨 · qfg〕
馌	〔饣土厶皿 · qgka〕
馝	〔禾日心丿 · xoht〕
馞	〔禾日十子 · xonh〕
馧	〔禾日日皿 · xooa〕
驲	〔马日 · nor〕
骃	〔马囗大 · nrmd〕
骉	〔马马马 · nnnm〕
骍	〔马辛 · nnx〕
骎	〔马彐冖又 · nbwr〕
骕	〔马肀八 · nbph〕
骙	〔马癶一大 · nhfm〕
骦	〔马⻗木目 · nteq〕
骭	〔骨干 · feg〕
骺	〔骨⺁一口 · fxfd〕
髃	〔骨田⽱ · fqvr〕
髎	〔骨羽人彡 · fzje〕
髢	〔镸彡也 · peey〕
髽	〔镸彡人土 · pejg〕
鬒	〔镸彡十 · penh〕
鬘	〔镸彡曰又 · peor〕
鬦	〔鬥斗 · jjd〕
鬶	〔夫见鬲 · heng〕
鬷	〔鬲㐅凵夊 · nbmh〕
魆	〔鬼戉 · anu〕
魋	〔鬼隹 · aui〕
鱽	〔鱼刀 · wpd〕
鱾	〔鱼己 · wvj〕
鲉	〔鱼由 · wdy〕
鲊	〔鱼乍 · wwa〕
鲌	〔鱼白 · wub〕
鲏	〔鱼皮 · wrp〕
鲕	〔鱼而 · wle〕
鲖	〔鱼冂一口 · wmfd〕
鲗	〔鱼贝刂 · wopd〕
鲘	〔鱼⺁一口 · wxfd〕
鲙	〔鱼人云 · wjby〕
鲝	〔⺶鱼 · gwv〕
鲪	〔鱼丿口 · wbtd〕
鲬	〔鱼龴 · wkty〕
鲯	〔鱼 · wzhb〕
鲴	〔鱼囗古 · wrcg〕
鲹	〔鱼厶大彡 · wkme〕
鲺	〔鱼⺄丿虫 · watc〕
鲾	〔鱼一口田 · wfdq〕
鲿	〔鱼龸云 · wsby〕
鳀	〔鱼日 · wots〕
鳁	〔鱼日皿 · woam〕
鳂	〔鱼田一 · wqft〕
鳈	〔鱼白水 · wuks〕
鳉	〔鱼丬夕寸 · walk〕
鳋	〔鱼又丶虫 · wric〕
鳑	〔鱼冖方 · wiwl〕
鳒	〔鱼䒑 · whbc〕
鳓	〔鱼革力 · wtsl〕
鳛	〔鱼羽白 · wzub〕
鳠	〔鱼艹隹又 · wlur〕
鳡	〔鱼戊一心 · wnfh〕
鳣	〔鱼亠囗一 · wzrf〕
鳤	〔鱼⺮宀㠯 · wrwk〕
鸤	〔尸鸟 · cxn〕
鸧	〔人⺋鸟 · jzxn〕
鸮	〔口一ㄅ鸟 · dfax〕
鸰	〔亽龴鸟 · jkxn〕
鸻	〔行鸟 · pxn〕
鸼	〔舟鸟 · ixn〕
鹀	〔工人人鸟 · ujjx〕
鹍	〔日匕鸟 · ovvx〕
鹐	〔⺈臼鸟 · xpxn〕
鹒	〔广人鸟 · xbjx〕
鹓	〔宀夕鸟 · wlzx〕
鹔	〔肀八鸟 · bphx〕
鹖	〔曰勹亾鸟 · onfx〕
鹙	〔禾火鸟 · xcxn〕
鹝	〔鬲鸟 · nxn〕
鹟	〔八厶羽鸟 · hkzx〕
鹠	〔田鸟 · bqxn〕
鹡	〔冫人鸟 · wwjx〕
鹢	〔皿鸟 · kaxn〕
鹯	〔亠囗口鸟 · zrdx〕
鹲	〔艹冖一鸟 · lwfx〕
鹴	〔⻗木目鸟 · teqx〕
麀	〔鹿匕 · xvb〕
麑	〔鹿臼儿 · xppe〕
麖	〔鹿小 · xgyx〕
麤	〔鹿鹿鹿 · xxxl〕
